county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Richmond County NY,36085,05/02/20,-2849,-2353,-1796,-1172,-259
Westchester County NY,36119,05/02/20,-5281,-4229,-3383,-2211,-755
Bergen County NJ,34003,05/02/20,-5920,-4834,-3631,-1948,-501
Hudson County NJ,34017,05/02/20,-3727,-2617,-1742,-1213,-294
Passaic County NJ,34031,05/02/20,-2996,-2116,-1486,-804,-11
Putnam County NY,36079,05/02/20,-626,-463,-376,-269,-60
Rockland County NY,36087,05/02/20,-1935,-1732,-1470,-1150,-339
Kings County NY,36047,05/03/20,-14446,-10761,-8329,-5578,-2335
Queens County NY,36081,05/03/20,-13448,-11877,-9230,-6969,-1951
New York County NY,36061,05/03/20,-8852,-6773,-4972,-2788,849
Bronx County NY,36005,05/03/20,-7602,-6681,-5106,-3594,-700
Richmond County NY,36085,05/03/20,-2762,-2373,-1896,-1231,-295
Westchester County NY,36119,05/03/20,-5177,-4171,-3346,-2245,-816
Bergen County NJ,34003,05/03/20,-5862,-4965,-3769,-2135,-518
Hudson County NJ,34017,05/03/20,-3871,-2792,-1870,-1323,-344
Passaic County NJ,34031,05/03/20,-2991,-2256,-1608,-915,-36
Putnam County NY,36079,05/03/20,-621,-477,-391,-288,-81
Rockland County NY,36087,05/03/20,-1876,-1672,-1467,-1150,-355
Kings County NY,36047,05/04/20,-14217,-10744,-8428,-5830,-2292
Queens County NY,36081,05/04/20,-13338,-11866,-9411,-7287,-2005
New York County NY,36061,05/04/20,-8431,-6937,-4925,-3023,791
Bronx County NY,36005,05/04/20,-7325,-6555,-5197,-3742,-702
Richmond County NY,36085,05/04/20,-2631,-2354,-1947,-1298,-336
Westchester County NY,36119,05/04/20,-4944,-4135,-3277,-2284,-840
Bergen County NJ,34003,05/04/20,-5727,-5044,-3942,-2246,-549
Hudson County NJ,34017,05/04/20,-3890,-2985,-2020,-1392,-379
Passaic County NJ,34031,05/04/20,-2973,-2326,-1735,-1006,-48
Putnam County NY,36079,05/04/20,-599,-495,-399,-304,-83
Rockland County NY,36087,05/04/20,-1806,-1600,-1447,-1121,-362
Kings County NY,36047,05/05/20,-13550,-10674,-8556,-5997,-2304
Queens County NY,36081,05/05/20,-12906,-11473,-9634,-7509,-2083
New York County NY,36061,05/05/20,-8089,-6792,-4959,-3225,692
Bronx County NY,36005,05/05/20,-6917,-6333,-5227,-3874,-786
Richmond County NY,36085,05/05/20,-2592,-2308,-1999,-1389,-373
Westchester County NY,36119,05/05/20,-4864,-3993,-3257,-2308,-863
Bergen County NJ,34003,05/05/20,-5629,-4989,-4078,-2418,-562
Hudson County NJ,34017,05/05/20,-3853,-3109,-2148,-1530,-417
Passaic County NJ,34031,05/05/20,-2901,-2366,-1878,-1090,-85
Putnam County NY,36079,05/05/20,-579,-496,-420,-315,-90
Rockland County NY,36087,05/05/20,-1745,-1525,-1413,-1090,-375
Kings County NY,36047,05/06/20,-13355,-10667,-8739,-6174,-2271
Queens County NY,36081,05/06/20,-12650,-11103,-9733,-7696,-2114
New York County NY,36061,05/06/20,-7994,-6572,-5036,-3343,698
Bronx County NY,36005,05/06/20,-6749,-6108,-5295,-3981,-821
Richmond County NY,36085,05/06/20,-2489,-2253,-2001,-1465,-407
Westchester County NY,36119,05/06/20,-4703,-3819,-3232,-2341,-879
Bergen County NJ,34003,05/06/20,-5502,-4950,-4163,-2540,-562
Hudson County NJ,34017,05/06/20,-3799,-3166,-2267,-1633,-470
Passaic County NJ,34031,05/06/20,-2890,-2419,-1965,-1171,-95
Putnam County NY,36079,05/06/20,-560,-484,-419,-339,-85
Rockland County NY,36087,05/06/20,-1683,-1458,-1356,-1094,-374
Kings County NY,36047,05/07/20,-12732,-10543,-8876,-6313,-2220
Queens County NY,36081,05/07/20,-12295,-10713,-9451,-7941,-2165
New York County NY,36061,05/07/20,-7361,-6253,-5008,-3367,636
Bronx County NY,36005,05/07/20,-6462,-5819,-5141,-4080,-842
Richmond County NY,36085,05/07/20,-2405,-2203,-2011,-1507,-436
Westchester County NY,36119,05/07/20,-4443,-3701,-3085,-2358,-867
Bergen County NJ,34003,05/07/20,-5357,-4767,-4184,-2657,-662
Hudson County NJ,34017,05/07/20,-3699,-3190,-2407,-1698,-509
Passaic County NJ,34031,05/07/20,-2846,-2426,-2034,-1256,-110
Putnam County NY,36079,05/07/20,-553,-479,-416,-342,-83
Rockland County NY,36087,05/07/20,-1583,-1401,-1286,-1068,-374
Kings County NY,36047,05/08/20,-12157,-10285,-8936,-6447,-2181
Queens County NY,36081,05/08/20,-11933,-10086,-9175,-7995,-2204
New York County NY,36061,05/08/20,-7027,-6001,-4968,-3511,561
Bronx County NY,36005,05/08/20,-6194,-5539,-5010,-4110,-866
Richmond County NY,36085,05/08/20,-2342,-2122,-1957,-1511,-449
Westchester County NY,36119,05/08/20,-4170,-3550,-3021,-2373,-830
Bergen County NJ,34003,05/08/20,-5173,-4604,-4144,-2770,-771
Hudson County NJ,34017,05/08/20,-3608,-3173,-2527,-1779,-560
Passaic County NJ,34031,05/08/20,-2766,-2394,-2079,-1332,-108
Putnam County NY,36079,05/08/20,-520,-473,-403,-346,-91
Rockland County NY,36087,05/08/20,-1512,-1319,-1211,-1046,-367
Kings County NY,36047,05/09/20,-11842,-9996,-8579,-6529,-2128
